APPL,190.08,192.469,182.85,185.72
APPL,199.95,208.84,192.77,208.48
APPL,210.52,215.31,199.11,204.61
APPL,204.9,208.48,202.12,204.53
APPL,202.83,204.94,198.01,199.23
